signal_id,grid_id,raw_decision_count,effective_sample_size,ess_raw_ratio,lag_1_autocorrelation,maximum_positive_lag_used
MKT_PIT_EW_RETURN_6BAR,PRIMARY_GRID,728,627.4267747658213,0.8618499653376666,0.0009878606949371004,5
MKT_PIT_EW_RETURN_6BAR,REPLICATION_A,727,727.0,1.0,-0.04392554658121101,0
MKT_PIT_EW_RETURN_6BAR,REPLICATION_B,727,577.726402704622,0.7946718056459725,0.00555393981381286,5
MKT_PIT_EW_RETURN_18BAR,PRIMARY_GRID,728,215.308579524556,0.29575354330296155,0.6751249724278443,6
MKT_PIT_EW_RETURN_18BAR,REPLICATION_A,727,213.59384037570425,0.293801706156402,0.659159419606025,5
MKT_PIT_EW_RETURN_18BAR,REPLICATION_B,727,210.78833736240983,0.2899426923829571,0.6801856496075951,5
MKT_PIT_EW_RETURN_42BAR,PRIMARY_GRID,728,79.06019614075709,0.10859917052301797,0.8689043423138274,16
MKT_PIT_EW_RETURN_42BAR,REPLICATION_A,727,78.957181759866,0.10860685248949932,0.8646238289824938,17
MKT_PIT_EW_RETURN_42BAR,REPLICATION_B,727,78.02185057442257,0.10732028964844921,0.8803446831330884,17
MKT_BREADTH_POSITIVE_6BAR,PRIMARY_GRID,728,728.0,1.0,-0.062155046848494704,0
MKT_BREADTH_POSITIVE_6BAR,REPLICATION_A,727,727.0,1.0,-0.07298447591143223,0
MKT_BREADTH_POSITIVE_6BAR,REPLICATION_B,727,727.0,1.0,-0.01724970308374384,0
MKT_BREADTH_THRUST_6_42,PRIMARY_GRID,728,281.1814501821861,0.3862382557447611,0.33206903805517496,4
MKT_BREADTH_THRUST_6_42,REPLICATION_A,727,282.34227830188723,0.3883662700163511,0.31908605885363955,4
MKT_BREADTH_THRUST_6_42,REPLICATION_B,727,270.3848153493984,0.37191859057688914,0.3817284679478532,4
MKT_BREADTH_ABOVE_EMA20,PRIMARY_GRID,728,218.6392879950766,0.3003286923009294,0.48595772442998525,7
MKT_BREADTH_ABOVE_EMA20,REPLICATION_A,727,212.42470745112925,0.2921935453247995,0.5373566719847972,7
MKT_BREADTH_ABOVE_EMA20,REPLICATION_B,727,240.26880167093879,0.3304935373740561,0.5028914941644077,5
MKT_CROSS_SECTIONAL_DISPERSION_42,PRIMARY_GRID,728,37.530685124136376,0.05155313890678074,0.8905772205410638,28
MKT_CROSS_SECTIONAL_DISPERSION_42,REPLICATION_A,727,37.86689519906242,0.05208651334121378,0.8844051400455812,28
MKT_CROSS_SECTIONAL_DISPERSION_42,REPLICATION_B,727,38.23172416197575,0.052588341350723176,0.8909466265429812,28
MKT_DISPERSION_ACCEL_18_42,PRIMARY_GRID,728,315.58722833438776,0.4334989400197634,0.5004202836130947,2
MKT_DISPERSION_ACCEL_18_42,REPLICATION_A,727,301.11963291688875,0.41419481831759114,0.5380939608976689,2
MKT_DISPERSION_ACCEL_18_42,REPLICATION_B,727,307.4167715496175,0.42285663211776825,0.5119541028878759,2
MKT_AVG_PAIRWISE_CORRELATION_42,PRIMARY_GRID,728,64.72537815058104,0.08890848647057835,0.9067525469492076,19
MKT_AVG_PAIRWISE_CORRELATION_42,REPLICATION_A,727,56.07302382092708,0.0771293312529946,0.8995700188747202,28
MKT_AVG_PAIRWISE_CORRELATION_42,REPLICATION_B,727,56.29102509792392,0.07742919545794212,0.8923592781835121,28
MKT_CORRELATION_CHANGE_18_42,PRIMARY_GRID,728,294.99100831189816,0.4052074289998601,0.5731674066243108,2
MKT_CORRELATION_CHANGE_18_42,REPLICATION_A,727,296.08455848310473,0.4072689937869391,0.5581237409348194,2
MKT_CORRELATION_CHANGE_18_42,REPLICATION_B,727,301.20955820400985,0.41431851197250325,0.5525180714659245,2
MKT_AGG_QUOTE_TURNOVER_ACCEL_6_42,PRIMARY_GRID,728,425.85612469050494,0.5849672042451991,0.35072962374806566,2
MKT_AGG_QUOTE_TURNOVER_ACCEL_6_42,REPLICATION_A,727,402.27999023978646,0.5533424900134615,0.3856912972439286,2
MKT_AGG_QUOTE_TURNOVER_ACCEL_6_42,REPLICATION_B,727,416.59456525926004,0.5730324143868776,0.3658250273797799,2
MKT_BN_AGG_TAKER_IMBALANCE_6,PRIMARY_GRID,728,88.38139546997888,0.1214030157554655,0.24687174258263617,28
MKT_BN_AGG_TAKER_IMBALANCE_6,REPLICATION_A,727,86.19435497643045,0.11856169872961547,0.2407316992479472,28
MKT_BN_AGG_TAKER_IMBALANCE_6,REPLICATION_B,727,87.20109948614112,0.11994649172784198,0.26628921247949544,28
MKT_BN_KC_RETURN_DIVERGENCE_6,PRIMARY_GRID,728,728.0,1.0,-0.38010174428315213,0
MKT_BN_KC_RETURN_DIVERGENCE_6,REPLICATION_A,727,727.0,1.0,-0.41278607814283885,0
MKT_BN_KC_RETURN_DIVERGENCE_6,REPLICATION_B,727,727.0,1.0,-0.4472229908716594,0
MKT_LOW_REALIZED_VOLATILITY_42,PRIMARY_GRID,728,35.09960814393686,0.048213747450462724,0.9393409276258217,28
MKT_LOW_REALIZED_VOLATILITY_42,REPLICATION_A,727,35.15125833569004,0.04835111187852825,0.9367368948556972,28
MKT_LOW_REALIZED_VOLATILITY_42,REPLICATION_B,727,35.57846508087508,0.048938741514271085,0.9302492515548856,28
