order_id,signal_id,created_at,symbol,side,reason,stop_loss,status,rejection_reason
ADA_USDT-ORD-000001,ADA_USDT-SIG-000001,2020-05-20T00:00:00Z,ADA/USDT,buy,regime_momentum_breakout_entry,0.050042142857142854,ACCEPTED,
ETH_USDT-ORD-000001,ETH_USDT-SIG-000001,2020-05-29T00:00:00Z,ETH/USDT,buy,regime_momentum_breakout_entry,198.71714285714285,ACCEPTED,
BTC_USDT-ORD-000001,BTC_USDT-SIG-000001,2020-06-02T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,9295.528571428571,REJECTED,simultaneous_signal_slot_limit
ETH_USDT-ORD-000002,ETH_USDT-SIG-000002,2020-06-16T00:00:00Z,ETH/USDT,sell,rsi_failure_below_45,,ACCEPTED,
ADA_USDT-ORD-000002,ADA_USDT-SIG-000002,2020-06-19T00:00:00Z,ADA/USDT,sell,rsi_failure_below_45,,ACCEPTED,
ADA_USDT-ORD-000003,ADA_USDT-SIG-000003,2020-07-02T00:00:00Z,ADA/USDT,buy,regime_momentum_breakout_entry,0.08656428571428572,ACCEPTED,
ADA_USDT-ORD-000004,ADA_USDT-SIG-000004,2020-07-23T00:00:00Z,ADA/USDT,sell,rsi_failure_below_45,,ACCEPTED,
BTC_USDT-ORD-000002,BTC_USDT-SIG-000002,2020-07-23T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,9192.542857142857,ACCEPTED,
ETH_USDT-ORD-000003,ETH_USDT-SIG-000003,2020-07-23T00:00:00Z,ETH/USDT,buy,regime_momentum_breakout_entry,247.53285714285713,ACCEPTED,
ADA_USDT-ORD-000005,ADA_USDT-SIG-000005,2020-07-26T00:00:00Z,ADA/USDT,buy,regime_momentum_breakout_entry,0.12604628571428572,REJECTED,simultaneous_signal_slot_limit
ADA_USDT-ORD-000006,ADA_USDT-SIG-000006,2020-07-27T00:00:00Z,ADA/USDT,buy,regime_momentum_breakout_entry,0.12900514285714287,REJECTED,simultaneous_signal_slot_limit
BTC_USDT-ORD-000003,BTC_USDT-SIG-000003,2020-08-22T00:00:00Z,BTC/USDT,sell,time_stop_30_bars,,ACCEPTED,
ETH_USDT-ORD-000004,ETH_USDT-SIG-000004,2020-08-22T00:00:00Z,ETH/USDT,sell,time_stop_30_bars,,ACCEPTED,
ETH_USDT-ORD-000005,ETH_USDT-SIG-000005,2020-09-02T00:00:00Z,ETH/USDT,buy,regime_momentum_breakout_entry,424.0157142857143,ACCEPTED,
ADA_USDT-ORD-000007,ADA_USDT-SIG-000007,2020-09-28T00:00:00Z,ADA/USDT,buy,regime_momentum_breakout_entry,0.087692,ACCEPTED,
ADA_USDT-ORD-000008,ADA_USDT-SIG-000008,2020-09-29T00:00:00Z,ADA/USDT,sell,momentum_failure_close_below_ema50,,ACCEPTED,
BTC_USDT-ORD-000004,BTC_USDT-SIG-000004,2020-10-11T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,10759.571428571428,ACCEPTED,
ETH_USDT-ORD-000006,ETH_USDT-SIG-000006,2020-10-13T00:00:00Z,ETH/USDT,buy,regime_momentum_breakout_entry,356.31857142857143,ACCEPTED,
BTC_USDT-ORD-000005,BTC_USDT-SIG-000005,2020-11-10T00:00:00Z,BTC/USDT,sell,time_stop_30_bars,,ACCEPTED,
ETH_USDT-ORD-000007,ETH_USDT-SIG-000007,2020-11-12T00:00:00Z,ETH/USDT,sell,time_stop_30_bars,,ACCEPTED,
ETH_USDT-ORD-000008,ETH_USDT-SIG-000008,2020-11-18T00:00:00Z,ETH/USDT,buy,regime_momentum_breakout_entry,429.0314285714286,ACCEPTED,
ADA_USDT-ORD-000009,ADA_USDT-SIG-000009,2020-11-21T00:00:00Z,ADA/USDT,buy,regime_momentum_breakout_entry,0.10351028571428571,ACCEPTED,
BTC_USDT-ORD-000006,BTC_USDT-SIG-000006,2020-12-01T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,17164.385714285716,REJECTED,simultaneous_signal_slot_limit
ADA_USDT-ORD-000010,ADA_USDT-SIG-000010,2020-12-09T00:00:00Z,ADA/USDT,sell,rsi_failure_below_45,,ACCEPTED,
ETH_USDT-ORD-000009,ETH_USDT-SIG-000009,2020-12-09T00:00:00Z,ETH/USDT,sell,rsi_failure_below_45,,ACCEPTED,
BTC_USDT-ORD-000007,BTC_USDT-SIG-000007,2020-12-17T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,19675.942857142858,ACCEPTED,
ETH_USDT-ORD-000010,ETH_USDT-SIG-000010,2020-12-17T00:00:00Z,ETH/USDT,buy,regime_momentum_breakout_entry,570.1685714285715,ACCEPTED,
ETH_USDT-ORD-000011,ETH_USDT-SIG-000011,2020-12-28T00:00:00Z,ETH/USDT,buy,regime_momentum_breakout_entry,585.1585714285715,ACCEPTED,
BTC_USDT-ORD-000008,BTC_USDT-SIG-000008,2021-01-16T00:00:00Z,BTC/USDT,sell,time_stop_30_bars,,ACCEPTED,
ETH_USDT-ORD-000012,ETH_USDT-SIG-000012,2021-01-22T00:00:00Z,ETH/USDT,sell,rsi_failure_below_45,,ACCEPTED,
BTC_USDT-ORD-000009,BTC_USDT-SIG-000009,2021-02-07T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,33511.44285714286,ACCEPTED,
ETH_USDT-ORD-000013,ETH_USDT-SIG-000013,2021-02-13T00:00:00Z,ETH/USDT,buy,regime_momentum_breakout_entry,1557.6357142857141,ACCEPTED,
BTC_USDT-ORD-000010,BTC_USDT-SIG-000010,2021-03-01T00:00:00Z,BTC/USDT,sell,rsi_failure_below_45,,ACCEPTED,
ETH_USDT-ORD-000014,ETH_USDT-SIG-000014,2021-04-02T00:00:00Z,ETH/USDT,buy,regime_momentum_breakout_entry,1754.7485714285713,ACCEPTED,
ADA_USDT-ORD-000011,ADA_USDT-SIG-000011,2021-04-14T00:00:00Z,ADA/USDT,buy,regime_momentum_breakout_entry,1.2369169999999998,ACCEPTED,
BTC_USDT-ORD-000011,BTC_USDT-SIG-000011,2021-04-14T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,58660.7,REJECTED,simultaneous_signal_slot_limit
