run_id,universe_id,cost_multiplier,pair,signal_time,entry_time,entry_price,initial_stop,quantity,entry_notional,entry_cost,exit_time,exit_price,exit_reason,exit_notional,exit_cost,gross_pnl,net_pnl,gross_return,net_return_on_entry_notional,holding_hours,mfe_return,mae_return,exit_capture_ratio,base_cost_dollars_per_multiplier,score,membership_rank
C2_1x,C2,1.0,XRP-USDT,2019-04-01 01:00:00+00:00,2019-04-01 02:00:00+00:00,0.30999,0.3076,255.47790085267388,79.19559448532037,0.09899449310665047,2019-04-01 03:00:00+00:00,0.30968,THESIS_INVALIDATION_NEXT_BAR_OPEN,79.11639633605606,0.09889549542007008,-0.07919814926431457,-0.27708813779103514,-0.0010000322591050548,-0.0034987822187810707,1.0,0.0006774412077807934,-0.004354979192877084,-1.4761904761905855,0.19788998852672052,0.5,6
C2_1x,C2,1.0,LTC-USDT,2019-04-01 07:00:00+00:00,2019-04-01 08:00:00+00:00,60.485,60.122,1.1331091127958997,68.53610468746,0.085670130859325,2019-04-01 11:00:00+00:00,60.373,THESIS_INVALIDATION_NEXT_BAR_OPEN,68.40919646682684,0.08551149558353355,-0.12690822063315466,-0.2980898470760132,-0.0018516987682897224,-0.004349384144829499,3.0,0.003009010498470799,-0.0020666280896090017,-0.6153846153846154,0.17118162644285853,0.4166666666666667,4
C2_1x,C2,1.0,ETH-USDT,2019-04-01 13:00:00+00:00,2019-04-01 14:00:00+00:00,142.27,141.43,13.391696757751838,1905.2366977253541,2.3815458721566927,2019-04-01 15:00:00+00:00,141.43,HARD_STOP_STATIC,1893.9876724488424,2.367484590561053,-11.249025276511702,-15.998055739229448,-0.005904266535460723,-0.0083968862022915,1.0,0.0005623110986152646,-0.005904266535460723,-10.50000000000079,4.749030462717745,0.4166666666666667,3
C2_1x,C2,1.0,XRP-USDT,2019-04-01 03:00:00+00:00,2019-04-01 04:00:00+00:00,0.30945,0.3076,256.7691653561815,79.45721821947036,0.09932152277433795,2019-04-01 16:00:00+00:00,0.30916,THESIS_INVALIDATION_NEXT_BAR_OPEN,79.38275516151707,0.09922844395189634,-0.07446305795329522,-0.2730130246795295,-0.0009371465503312804,-0.003435975117143351,12.0,0.012538374535466135,-0.004297947972208727,-0.074742268041241,0.1985499667262343,0.4166666666666667,6
C2_1x,C2,1.0,NEO-USDT,2019-04-01 09:00:00+00:00,2019-04-01 10:00:00+00:00,10.1651,9.9012,6.888921135166009,70.026572231076,0.087533215288845,2019-04-01 19:00:00+00:00,9.9836,THESIS_INVALIDATION_NEXT_BAR_OPEN,68.77623304504336,0.0859702913063042,-1.2503391860326474,-1.4238426926277967,-0.017855210475057004,-0.02033289146196323,9.0,0.0,-0.01933084770440041,,0.1735035065951492,0.6666666666666667,5
C2_1x,C2,1.0,ETH-USDT,2019-04-01 23:00:00+00:00,2019-04-02 00:00:00+00:00,141.43,139.8,25.04718143399044,3542.422870209268,4.428028587761585,2019-04-02 01:00:00+00:00,141.09,THESIS_INVALIDATION_NEXT_BAR_OPEN,3533.906828521711,4.417383535652139,-8.516041687556935,-17.36145381097066,-0.002404016121049346,-0.004901011100898023,1.0,7.070635650130441e-05,-0.0029696669730610026,-34.000000000070656,8.845412123413723,0.5,3
C2_1x,C2,1.0,XRP-USDT,2019-04-01 17:00:00+00:00,2019-04-01 18:00:00+00:00,0.31112,0.30812,326.00832409832043,101.42770979346945,0.1267846372418368,2019-04-02 02:00:00+00:00,0.31115,THESIS_INVALIDATION_NEXT_BAR_OPEN,101.4374900431924,0.1267968625539905,0.009780249722950884,-0.24380125007287642,9.642581640512127e-05,-0.0024036947158652486,8.0,0.009642581640524561,-0.00761763949601435,0.009999999999987104,0.25358149979582734,0.5833333333333334,6
C2_1x,C2,1.0,KCS-USDT,2019-04-01 03:00:00+00:00,2019-04-01 04:00:00+00:00,1.66358,1.6408,3407.89589823128,5669.307458379593,7.086634322974492,2019-04-02 06:00:00+00:00,1.6408,HARD_STOP_STATIC,5591.675589817884,6.989594487272356,-77.63186856170887,-91.70809737195572,-0.013693360102910557,-0.016176243402782006,26.0,0.10846487695211526,-0.013693360102910557,-0.12624695189536664,14.076228810246848,0.6666666666666666,2
C2_1x,C2,1.0,KCS-USDT,2019-04-02 08:00:00+00:00,2019-04-02 09:00:00+00:00,1.78775,1.55,2100.677075764997,3755.4854421988734,4.694356802748592,2019-04-03 16:00:00+00:00,1.81809,THESIS_INVALIDATION_NEXT_BAR_OPEN,3819.2199846775834,4.7740249808469795,63.734542478709955,54.26616069511438,0.01697105299958057,0.014449839183330987,31.0,0.39840581736820035,-0.025702698923227518,0.04259740259740282,9.468381783595571,0.5,2
C2_1x,C2,1.0,NEO-USDT,2019-04-02 00:00:00+00:00,2019-04-02 01:00:00+00:00,10.1199,9.8121,6.925439211769581,70.08475227918699,0.08760594034898374,2019-04-04 00:00:00+00:00,12.2819,THESIS_INVALIDATION_NEXT_BAR_OPEN,85.05755185503283,0.10632193981879104,14.97279957584584,14.778871695678065,0.21363847468848518,0.21087142659512453,47.0,0.36364983843713894,0.0,0.5874840357598978,0.19392788016777476,0.5833333333333334,5
C2_1x,C2,1.0,XRP-USDT,2019-04-02 02:00:00+00:00,2019-04-02 03:00:00+00:00,0.31193,0.30875,454.6215366212724,141.8100959182735,0.1772626198978419,2019-04-04 00:00:00+00:00,0.34177,THESIS_INVALIDATION_NEXT_BAR_OPEN,155.37600257105228,0.19422000321381536,13.565906652778779,13.194424029667122,0.09566248837880309,0.0930429102683295,45.0,0.2823389863110315,0.0,0.3388213920744865,0.37148262311165725,0.5833333333333334,6
C2_1x,C2,1.0,LTC-USDT,2019-04-02 05:00:00+00:00,2019-04-02 06:00:00+00:00,64.913,59.996,1.4927170979189563,96.8967449772132,0.1211209312215165,2019-04-04 00:00:00+00:00,83.184,THESIS_INVALIDATION_NEXT_BAR_OPEN,124.17017907329046,0.15521272384161308,27.273434096077253,26.997100441014123,0.28146904318087285,0.2786172068768968,42.0,0.5405234698750636,-0.019641674240907014,0.5207341750505885,0.27633365506312957,0.5833333333333334,4
C2_1x,C2,1.0,LTC-USDT,2019-04-04 01:00:00+00:00,2019-04-04 02:00:00+00:00,85.759,76.536,21.903444431083734,1878.41749096531,2.3480218637066375,2019-04-04 05:00:00+00:00,84.811,THESIS_INVALIDATION_NEXT_BAR_OPEN,1857.6530256446426,2.3220662820558036,-20.76446532066734,-25.434553466429783,-0.011054233374922617,-0.013540415583204075,3.0,0.04111521822782449,-0.034643594258328636,-0.2688598979013014,4.670088145762441,0.8333333333333333,4
C2_1x,C2,1.0,BTC-USDT,2019-04-04 03:00:00+00:00,2019-04-04 04:00:00+00:00,4986.7,4800.0,2.6774597784714844,13351.688677303751,16.68961084662969,2019-04-04 05:00:00+00:00,4936.9,THESIS_INVALIDATION_NEXT_BAR_OPEN,13218.35118033587,16.522938975419837,-133.33749696788072,-166.55004678993026,-0.009986564260934139,-0.012474081055607978,1.0,0.000581546914793396,-0.013355525698357518,-17.17241379310219,33.212549822049525,0.6666666666666667,1
C2_1x,C2,1.0,NEO-USDT,2019-04-04 03:00:00+00:00,2019-04-04 04:00:00+00:00,12.3618,11.4648,60.105647649974166,743.0139951194507,0.9287674938993133,2019-04-04 05:00:00+00:00,12.1038,THESIS_INVALIDATION_NEXT_BAR_OPEN,727.5067380257573,0.9093834225321966,-15.507257093693397,-17.34540801012491,-0.020870746978595367,-0.023344658544872193,1.0,0.0,-0.03316669093497715,,1.83815091643151,0.6666666666666667,5
C2_1x,C2,1.0,LTC-USDT,2019-04-04 05:00:00+00:00,2019-04-04 06:00:00+00:00,87.251,76.536,20.2464528933688,1766.5232613993214,2.208154076749152,2019-04-04 12:00:00+00:00,85.213,THESIS_INVALIDATION_NEXT_BAR_OPEN,1725.2609904026356,2.1565762380032947,-41.26227099668586,-45.627001311438306,-0.02335789847680836,-0.025828701103712413,6.0,0.015037076938946292,-0.026463880070142554,-1.5533536585365866,4.364730314752446,0.8333333333333333,4
C2_1x,C2,1.0,BTC-USDT,2019-04-04 05:00:00+00:00,2019-04-04 06:00:00+00:00,4987.6,4800.0,2.65911820236257,13262.617946103555,16.578272432629444,2019-04-04 12:00:00+00:00,4957.0,THESIS_INVALIDATION_NEXT_BAR_OPEN,13181.24892911126,16.476561161389075,-81.36901699229566,-114.42385058631417,-0.006135215334028499,-0.00862754631486093,6.0,0.0105662041863821,-0.007719143475820034,-0.5806451612903398,33.05483359401852,0.5833333333333334,1
C2_1x,C2,1.0,NEO-USDT,2019-04-04 06:00:00+00:00,2019-04-04 07:00:00+00:00,12.6783,11.4648,59.78376279569491,757.9564798526588,0.9474455998158235,2019-04-04 12:00:00+00:00,12.3821,THESIS_INVALIDATION_NEXT_BAR_OPEN,740.248529312574,0.9253106616407175,-17.70795054008488,-19.58070680154142,-0.023362753681487325,-0.025833550239385467,5.0,0.04810581860344043,-0.016642609813618536,-0.48565338580095313,1.872756261456541,0.8333333333333333,5
C2_1x,C2,1.0,KCS-USDT,2019-04-04 10:00:00+00:00,2019-04-04 11:00:00+00:00,1.795,1.45809,1480.5225661033865,2657.5380061555784,3.321922507694473,2019-04-04 15:00:00+00:00,1.72943,THESIS_INVALIDATION_NEXT_BAR_OPEN,2560.46014149618,3.200575176870225,-97.07786465939853,-103.60036234396323,-0.03652924791086343,-0.038983586350974736,4.0,0.025777158774373365,-0.06778272980501387,-1.4171169224119209,6.522497684564699,0.5,2
C2_1x,C2,1.0,LTC-USDT,2019-04-04 12:00:00+00:00,2019-04-04 13:00:00+00:00,86.19,82.788,20.12788275795642,1734.822214908264,2.16852776863533,2019-04-04 16:00:00+00:00,82.788,HARD_STOP_STATIC,1666.347157765696,2.08293394720712,-68.47505714256795,-72.7265188584104,-0.0394709363035155,-0.041921597633136215,3.0,0.10221603434273119,-0.0394709363035155,-0.3861520998864927,4.25146171584245,0.75,4
