fill_id,order_id,symbol,side,timestamp,quantity,price,fee,slippage_cost,reason
FILL-000001,ETH_USDT-ORD-000001,ETH/USDT,buy,2023-01-22T00:00:00Z,7.006764751096608,1659.26922,11.626109083275562,5.810149466904329,regime_momentum_breakout_entry
FILL-000002,ETH_USDT-ORD-000002,ETH/USDT,sell,2023-02-11T00:00:00Z,7.006764751096608,1544.697265,10.823330347517336,5.414372359938637,rsi_failure_below_45
FILL-000003,BTC_USDT-ORD-000001,BTC/USDT,buy,2023-02-17T00:00:00Z,0.6513852718419827,24339.763799999997,15.854563659432648,7.923320169631508,regime_momentum_breakout_entry
FILL-000004,DOT_USDT-ORD-000001,DOT/USDT,buy,2023-02-21T00:00:00Z,1066.8532096456458,7.442319299999999,7.939862232412736,3.9679471426350506,regime_momentum_breakout_entry
FILL-000005,RISK-ORD-000001,DOT/USDT,sell,2023-02-25T00:00:00Z,1066.8532096456458,6.525464207142857,6.961712433818136,3.4825975156669013,stop_loss
FILL-000006,RISK-ORD-000002,BTC/USDT,sell,2023-02-26T00:00:00Z,0.6513852718419827,22805.834235714286,14.855384533213947,7.431407970592269,stop_loss
FILL-000007,BTC_USDT-ORD-000002,BTC/USDT,buy,2023-03-16T00:00:00Z,0.42385068561252026,24688.838249999997,10.464381019239115,5.229575721758678,regime_momentum_breakout_entry
FILL-000008,ETH_USDT-ORD-000003,ETH/USDT,buy,2023-03-16T00:00:00Z,6.074554202945437,1700.2196849999998,10.328076633447315,5.161457587929693,regime_momentum_breakout_entry
FILL-000009,AVAX_USDT-ORD-000001,AVAX/USDT,buy,2023-04-15T00:00:00Z,733.7637167493858,18.835413,13.820742649389699,6.906917865761969,regime_momentum_breakout_entry
FILL-000010,BTC_USDT-ORD-000003,BTC/USDT,sell,2023-04-15T00:00:00Z,0.42385068561252026,30357.4137,12.867010610167917,6.436723666917417,time_stop_30_bars
FILL-000011,ETH_USDT-ORD-000004,ETH/USDT,sell,2023-04-15T00:00:00Z,6.074554202945437,2010.6841550000001,12.214009884551047,6.110059972261654,time_stop_30_bars
