signal_id,timestamp,symbol,side,reason,total_entry_score,breakout_score,relative_strength_score,risk_execution_score,stop_loss
RD15-SIG-00000143,2022-09-13T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,70.03472671121696,16.966113522253423,7.750000000000001,17.202179218789887,20719.385714285712
RD15-SIG-00000360,2022-10-26T00:00:00+00:00,ETH/USDT,buy,SCORED_BREAKOUT_ENTRY,64.21197208685592,20.273778445072583,8.75,16.464952696330332,1338.9085714285713
RD15-SIG-00000363,2022-10-27T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,61.54110218687847,15.408422602229017,9.45,17.997342253585668,19522.97142857143
RD15-SIG-00000696,2023-01-07T00:00:00+00:00,ADA/USDT,buy,SCORED_BREAKOUT_ENTRY,61.207801829959486,20.41009497870741,0.0,17.75208665741936,0.2607327142857143
RD15-SIG-00000707,2023-01-09T00:00:00+00:00,DOT/USDT,buy,SCORED_BREAKOUT_ENTRY,60.15975542458895,21.867881072026787,0.0,18.242914572864322,4.551885714285714
RD15-SIG-00000829,2023-02-16T00:00:00+00:00,ADA/USDT,buy,SCORED_BREAKOUT_ENTRY,70.25115575056421,16.644601326426113,13.25,16.171050920657454,0.3759941428571429
RD15-SIG-00000831,2023-02-16T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,69.76836142718639,15.127878124619013,7.5,15.918893951151924,22817.242857142857
RD15-SIG-00000833,2023-02-16T00:00:00+00:00,ETH/USDT,buy,SCORED_BREAKOUT_ENTRY,64.68522775035336,12.585062240663895,3.75,16.779817427385893,1530.24
RD15-SIG-00000939,2023-03-13T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,66.01787501393065,13.0,13.0,12.688087382536716,20259.600000000002
RD15-SIG-00000941,2023-03-13T00:00:00+00:00,ETH/USDT,buy,SCORED_BREAKOUT_ENTRY,68.78178564281369,12.962888614371023,11.5,15.482893075842393,1443.0257142857145
RD15-SIG-00001209,2023-05-29T00:00:00+00:00,ADA/USDT,buy,SCORED_BREAKOUT_ENTRY,67.36497021120238,15.543658809836082,13.25,18.080031977260614,0.360259
RD15-SIG-00001211,2023-05-29T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,66.06765086047258,12.52455151588247,5.5,18.509191267177325,26573.428571428572
RD15-SIG-00001213,2023-05-29T00:00:00+00:00,ETH/USDT,buy,SCORED_BREAKOUT_ENTRY,79.2525793366743,18.43454079671514,13.0,18.641120986653544,1809.7514285714287
RD15-SIG-00001242,2023-06-07T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,69.47060848986746,13.0,11.25,15.413071675933798,25387.97142857143
RD15-SIG-00001309,2023-06-21T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,86.19314643067854,20.22118513430403,15.0,17.79812493510435,26516.714285714286
RD15-SIG-00001351,2023-07-01T00:00:00+00:00,ETH/USDT,buy,SCORED_BREAKOUT_ENTRY,70.26355151193822,13.671779083867493,7.25,17.367627260948435,1796.0585714285717
RD15-SIG-00001454,2023-08-02T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,65.02746694602608,13.0,7.0,17.19173240687933,28604.34285714286
RD15-SIG-00001742,2023-10-02T00:00:00+00:00,ADA/USDT,buy,SCORED_BREAKOUT_ENTRY,72.73537250711234,24.098100475227287,7.5,18.27185057986813,0.2519737142857143
RD15-SIG-00001744,2023-10-02T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,81.14874061335217,22.47850410417985,13.0,19.160179472245048,26760.72857142857
RD15-SIG-00001745,2023-10-02T00:00:00+00:00,DOT/USDT,buy,SCORED_BREAKOUT_ENTRY,62.211838223061186,16.496206212024227,3.75,18.704662286465187,4.044771428571429
RD15-SIG-00001746,2023-10-02T00:00:00+00:00,ETH/USDT,buy,SCORED_BREAKOUT_ENTRY,75.32543840735663,19.952985718198935,13.25,17.9775558279782,1646.705714285714
RD15-SIG-00001756,2023-10-05T00:00:00+00:00,AVAX/USDT,buy,SCORED_BREAKOUT_ENTRY,68.97132835697506,20.406646568527613,8.0,16.9165793565363,9.299714285714286
RD15-SIG-00001839,2023-10-24T00:00:00+00:00,ADA/USDT,buy,SCORED_BREAKOUT_ENTRY,63.49408534964373,23.111452626749845,7.5,13.611069144958398,0.2648851428571429
RD15-SIG-00001841,2023-10-24T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,64.38437000999069,15.780756070045708,15.0,9.938814678942927,30746.385714285716
RD15-SIG-00001842,2023-10-24T00:00:00+00:00,DOT/USDT,buy,SCORED_BREAKOUT_ENTRY,60.538562158602524,23.218375226121413,2.0,13.573548249394866,4.0523
RD15-SIG-00001843,2023-10-24T00:00:00+00:00,ETH/USDT,buy,SCORED_BREAKOUT_ENTRY,63.20839953926591,20.951453544718518,5.25,14.633950505444334,1664.7185714285715
RD15-SIG-00002084,2024-01-11T00:00:00+00:00,ETH/USDT,buy,SCORED_BREAKOUT_ENTRY,85.40273087265733,23.05969413465493,9.75,15.71453094097907,2334.2785714285715
RD15-SIG-00002199,2024-02-08T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,76.84201004594462,15.947393728762101,11.5,18.433423591232877,41943.47142857142
RD15-SIG-00002207,2024-02-10T00:00:00+00:00,AVAX/USDT,buy,SCORED_BREAKOUT_ENTRY,66.97555204855487,13.219650165865286,9.75,15.499606418078178,33.76957142857143
RD15-SIG-00002307,2024-03-12T00:00:00+00:00,AVAX/USDT,buy,SCORED_BREAKOUT_ENTRY,72.33334803552083,24.046613907842776,2.0,11.01052908621691,40.43828571428571
RD15-SIG-00002308,2024-03-12T00:00:00+00:00,DOT/USDT,buy,SCORED_BREAKOUT_ENTRY,60.84345540298553,12.27033777748639,11.5,10.522712866908284,9.013428571428571
RD15-SIG-00002309,2024-03-12T00:00:00+00:00,ETH/USDT,buy,SCORED_BREAKOUT_ENTRY,62.841146578597815,14.738091224886448,9.25,13.367510940668016,3607.9014285714284
RD15-SIG-00002413,2024-04-09T00:00:00+00:00,ETH/USDT,buy,SCORED_BREAKOUT_ENTRY,71.54490486512964,15.587298266564023,13.25,16.595209673979852,3352.767142857143
RD15-SIG-00002590,2024-05-16T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,81.56022018355789,17.861916643665488,15.0,17.07022202594535,61035.08571428571
RD15-SIG-00002609,2024-05-21T00:00:00+00:00,ADA/USDT,buy,SCORED_BREAKOUT_ENTRY,63.80775683072531,20.220626631853772,1.75,16.75302872062663,0.4583285714285714
RD15-SIG-00002610,2024-05-21T00:00:00+00:00,AVAX/USDT,buy,SCORED_BREAKOUT_ENTRY,64.1030823565613,16.537106280499412,8.0,15.431926924415869,35.62571428571429
RD15-SIG-00002611,2024-05-21T00:00:00+00:00,DOT/USDT,buy,SCORED_BREAKOUT_ENTRY,63.79013797827807,18.345186072888364,7.5,16.72300284619829,6.906442857142857
RD15-SIG-00002612,2024-05-21T00:00:00+00:00,ETH/USDT,buy,SCORED_BREAKOUT_ENTRY,74.96422790638971,21.590818632261982,11.25,10.345950051509956,3356.02
RD15-SIG-00002820,2024-07-14T00:00:00+00:00,ADA/USDT,buy,SCORED_BREAKOUT_ENTRY,66.52557218173725,16.937455288707213,13.25,14.370336166153624,0.38548571428571426
RD15-SIG-00002830,2024-07-16T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,67.87120541157118,16.18160383253488,7.25,16.830848989793793,59231.74285714285
RD15-SIG-00002922,2024-08-09T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,62.651115548310244,12.505437167032268,15.0,11.93514365496744,54236.07142857143
RD15-SIG-00002991,2024-08-24T00:00:00+00:00,ADA/USDT,buy,SCORED_BREAKOUT_ENTRY,66.00312437122498,18.45585640821939,9.5,16.543628144171347,0.357
RD15-SIG-00002992,2024-08-24T00:00:00+00:00,AVAX/USDT,buy,SCORED_BREAKOUT_ENTRY,64.70387648270352,16.72691306155051,15.0,13.51790855502877,23.92985714285714
RD15-SIG-00002993,2024-08-24T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,69.56214446085367,16.975881773695697,9.25,16.85394825217119,58655.44285714286
RD15-SIG-00003117,2024-09-19T00:00:00+00:00,BTC/USDT,buy,SCORED_BREAKOUT_ENTRY,69.6085013309989,12.704150915652177,13.0,17.17815791247235,57090.15714285714
RD15-SIG-00003121,2024-09-20T00:00:00+00:00,AVAX/USDT,buy,SCORED_BREAKOUT_ENTRY,70.8265497101972,19.55492235790745,13.25,15.872351376204286,23.818285714285715
RD15-SIG-00003279,2024-11-07T00:00:00+00:00,ETH/USDT,buy,SCORED_BREAKOUT_ENTRY,60.401128317509134,12.91788095251934,7.5,16.62157982125247,2476.355714285714
