decision_time,period,metric,substitution_id,c2_member,d2_member,c2_rank,d2_rank,c2_liquidity,d2_liquidity,absolute_liquidity_difference,relative_liquidity_difference,gap_class,c2_provenance,d2_provenance,current_seed_substitution,c2_absent_from_d2,rank6_rank7_margin,rank10_rank11_margin
2019-03-18T00:00:00+00:00,FULL_ONLY,TOP_6,2019-03-18T00:00:00+00:00|TOP_6|1,NEO-USDT,TRX-USDT,4,6,11490.510018008355,2668.514349979304,8821.995668029052,0.7677636287860933,LARGE_LIQUIDITY_GAP,CURRENT_SEED_KLINE_CONFIRMED,EVIDENCE_STRONG,True,True,0.549351072813207,0.19234836624510201
2019-03-18T00:00:00+00:00,FULL_ONLY,TOP_10,2019-03-18T00:00:00+00:00|TOP_10|1,BCHSV-USDT,,10,,1173.8879837463242,,,,ABSENT_FROM_VARIANT,CURRENT_SEED_KLINE_CONFIRMED,ABSENT,True,True,0.549351072813207,0.19234836624510201
2019-03-18T00:00:00+00:00,FULL_ONLY,TOP_10,2019-03-18T00:00:00+00:00|TOP_10|2,ETC-USDT,,7,,4074.317530866527,,,,ABSENT_FROM_VARIANT,CURRENT_SEED_KLINE_CONFIRMED,ABSENT,True,True,0.549351072813207,0.19234836624510201
2019-03-18T00:00:00+00:00,FULL_ONLY,TOP_10,2019-03-18T00:00:00+00:00|TOP_10|3,NEO-USDT,,4,,11490.510018008355,,,,ABSENT_FROM_VARIANT,CURRENT_SEED_KLINE_CONFIRMED,ABSENT,True,True,0.549351072813207,0.19234836624510201
2019-03-18T00:00:00+00:00,FULL_ONLY,TOP_10,2019-03-18T00:00:00+00:00|TOP_10|4,XLM-USDT,,9,,1925.0362711976936,,,,ABSENT_FROM_VARIANT,CURRENT_SEED_KLINE_CONFIRMED,ABSENT,True,True,0.549351072813207,0.19234836624510201
2019-03-25T00:00:00+00:00,FULL_ONLY,TOP_6,2019-03-25T00:00:00+00:00|TOP_6|1,NEO-USDT,TRX-USDT,5,6,10443.800167834976,3605.9503833018016,6837.849784533174,0.6547281329254576,LARGE_LIQUIDITY_GAP,CURRENT_SEED_KLINE_CONFIRMED,EVIDENCE_STRONG,True,True,0.47129867059595415,0.0014805448366705983
2019-03-25T00:00:00+00:00,FULL_ONLY,TOP_10,2019-03-25T00:00:00+00:00|TOP_10|1,ETC-USDT,,7,,4330.014839859071,,,,ABSENT_FROM_VARIANT,CURRENT_SEED_KLINE_CONFIRMED,ABSENT,True,True,0.47129867059595415,0.0014805448366705983
2019-03-25T00:00:00+00:00,FULL_ONLY,TOP_10,2019-03-25T00:00:00+00:00|TOP_10|2,NEO-USDT,,5,,10443.800167834976,,,,ABSENT_FROM_VARIANT,CURRENT_SEED_KLINE_CONFIRMED,ABSENT,True,True,0.47129867059595415,0.0014805448366705983
2019-03-25T00:00:00+00:00,FULL_ONLY,TOP_10,2019-03-25T00:00:00+00:00|TOP_10|3,ONT-USDT,,10,,1891.4810372608545,,,,ABSENT_FROM_VARIANT,CURRENT_SEED_KLINE_CONFIRMED,ABSENT,True,True,0.47129867059595415,0.0014805448366705983
2019-03-25T00:00:00+00:00,FULL_ONLY,TOP_10,2019-03-25T00:00:00+00:00|TOP_10|4,XLM-USDT,,9,,2442.090774612282,,,,ABSENT_FROM_VARIANT,CURRENT_SEED_KLINE_CONFIRMED,ABSENT,True,True,0.47129867059595415,0.0014805448366705983
