variant_id,universe_id,cost_multiplier,net_return,monthly_geometric_return,profit_factor,maximum_drawdown,trade_count,positive_year_count,year_returns_json,minimum_cash,turnover_on_initial_equity,total_fees
RD19_P2_V02,E2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V03,C2,1.0,-0.012990564220164535,-0.00021790424764878136,0.0,0.013894682255955026,5,0,"{""2019"": -0.0029545920284297367, ""2020"": 0.0, ""2021"": -0.01006571226495323, ""2022"": 0.0, ""2023"": 0.0}",92570.40629955164,0.5340866228190524,53.408662281905244
RD19_P2_V03,C2,2.0,-0.002720819692093479,-4.540776653072509e-05,0.0,0.002720819692093479,1,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.002720819692093479, ""2022"": 0.0, ""2023"": 0.0}",96921.05279638167,0.05885291815256156,11.770583630512313
RD19_P2_V03,D2,1.0,-0.012740885882611352,-0.00021368961570189526,0.0,0.013645232628158754,4,0,"{""2019"": -0.0029545920284297367, ""2020"": 0.0, ""2021"": -0.009815294043719835, ""2022"": 0.0, ""2023"": 0.0}",92570.40629955164,0.4216451444012407,42.16451444012407
RD19_P2_V03,D2,2.0,-0.002720819692093479,-4.540776653072509e-05,0.0,0.002720819692093479,1,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.002720819692093479, ""2022"": 0.0, ""2023"": 0.0}",96921.05279638167,0.05885291815256156,11.770583630512313
RD19_P2_V03,E2,1.0,-0.012990564220164535,-0.00021790424764878136,0.0,0.013894682255955026,5,0,"{""2019"": -0.0029545920284297367, ""2020"": 0.0, ""2021"": -0.01006571226495323, ""2022"": 0.0, ""2023"": 0.0}",92570.40629955164,0.5340866228190524,53.408662281905244
RD19_P2_V03,E2,2.0,-0.002720819692093479,-4.540776653072509e-05,0.0,0.002720819692093479,1,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.002720819692093479, ""2022"": 0.0, ""2023"": 0.0}",96921.05279638167,0.05885291815256156,11.770583630512313
RD19_P2_V04,C2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V04,C2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V04,D2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V04,D2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V04,E2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V04,E2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V05,C2,1.0,-0.003825801449251598,-6.38836018077571e-05,0.815276427445721,0.02138831413032738,13,1,"{""2019"": -0.0028708060612107067, ""2020"": 0.0018148139637006455, ""2021"": -0.002767536288070027, ""2022"": 0.0, ""2023"": 0.0}",89447.97996078359,1.5318934475293695,153.18934475293696
RD19_P2_V05,C2,2.0,-0.004144144232814284,-6.921018813532687e-05,0.0,0.007054628515560379,2,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.004144144232814284, ""2022"": 0.0, ""2023"": 0.0}",96069.64105074923,0.1485695200483541,29.71390400967082
RD19_P2_V05,D2,1.0,-0.005114571161662584,-8.545793742242846e-05,0.7673319962271369,0.0213883141303276,14,1,"{""2019"": -0.0028708060612107067, ""2020"": 0.0005187468786873595, ""2021"": -0.002767536288070027, ""2022"": 0.0, ""2023"": 0.0}",89332.25938944424,1.633227076973524,163.3227076973524
RD19_P2_V05,D2,2.0,-0.004144144232814284,-6.921018813532687e-05,0.0,0.007054628515560379,2,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.004144144232814284, ""2022"": 0.0, ""2023"": 0.0}",96069.64105074923,0.1485695200483541,29.71390400967082
RD19_P2_V05,E2,1.0,-0.003825801449251598,-6.38836018077571e-05,0.815276427445721,0.02138831413032738,13,1,"{""2019"": -0.0028708060612107067, ""2020"": 0.0018148139637006455, ""2021"": -0.002767536288070027, ""2022"": 0.0, ""2023"": 0.0}",89447.97996078359,1.5318934475293695,153.18934475293696
RD19_P2_V05,E2,2.0,-0.004144144232814284,-6.921018813532687e-05,0.0,0.007054628515560379,2,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.004144144232814284, ""2022"": 0.0, ""2023"": 0.0}",96069.64105074923,0.1485695200483541,29.71390400967082
RD19_P2_V06,C2,1.0,0.0011343455615635545,1.889522314191261e-05,1.04182443648454,0.030112876993690363,16,1,"{""2019"": -0.0028708060612107067, ""2020"": 0.004605219276544226, ""2021"": -0.0005858386213024591, ""2022"": 0.0, ""2023"": 0.0}",90102.54916473967,1.9986801199349027,199.86801199349026
RD19_P2_V06,C2,2.0,-0.004144144232814284,-6.921018813532687e-05,0.0,0.007054628515560379,2,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.004144144232814284, ""2022"": 0.0, ""2023"": 0.0}",96069.64105074923,0.1485695200483541,29.71390400967082
RD19_P2_V06,D2,1.0,0.0027601118466646923,4.59395507310667e-05,1.108329701364567,0.02727942652253823,16,2,"{""2019"": -0.0028708060612107067, ""2020"": 0.003305542190531474, ""2021"": 0.0023338728165163136, ""2022"": 0.0, ""2023"": 0.0}",89985.98176463688,1.9550301434676967,195.50301434676965
RD19_P2_V06,D2,2.0,-0.004144144232814284,-6.921018813532687e-05,0.0,0.007054628515560379,2,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.004144144232814284, ""2022"": 0.0, ""2023"": 0.0}",96069.64105074923,0.1485695200483541,29.71390400967082
RD19_P2_V06,E2,1.0,0.0011343455615635545,1.889522314191261e-05,1.04182443648454,0.030112876993690363,16,1,"{""2019"": -0.0028708060612107067, ""2020"": 0.004605219276544226, ""2021"": -0.0005858386213024591, ""2022"": 0.0, ""2023"": 0.0}",90102.54916473967,1.9986801199349027,199.86801199349026
RD19_P2_V06,E2,2.0,-0.004144144232814284,-6.921018813532687e-05,0.0,0.007054628515560379,2,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.004144144232814284, ""2022"": 0.0, ""2023"": 0.0}",96069.64105074923,0.1485695200483541,29.71390400967082
RD19_P2_V07,C2,1.0,-0.028479270972612047,-0.0004814286303046478,0.10842452027229076,0.029369201080082674,13,0,"{""2019"": -0.0029545920284297367, ""2020"": -0.004227369373006606, ""2021"": -0.013377013384810899, ""2022"": -0.0030352655217965596, ""2023"": -0.005176759085060767}",86170.5833797929,2.3138795489274773,231.3879548927477
RD19_P2_V07,C2,2.0,-0.006149827126917029,-0.00010280830157616272,0.0,0.007000002639164782,3,0,"{""2019"": -0.0030731335454428077, ""2020"": 0.0, ""2021"": -0.003086177818054092, ""2022"": 0.0, ""2023"": 0.0}",93763.31535776834,0.2900115689323626,58.00231378647251
RD19_P2_V07,D2,1.0,-0.028233510727847966,-0.0004772151092581334,0.10926860964681513,0.02912366595603333,12,0,"{""2019"": -0.0029545920284297367, ""2020"": -0.004227369373006606, ""2021"": -0.013127432805173367, ""2022"": -0.0030352655217965596, ""2023"": -0.005176759085060767}",86192.38147738377,2.201997671273724,220.1997671273724
RD19_P2_V07,D2,2.0,-0.005785591795269607,-9.670187685106857e-05,0.0,0.006636078887640839,2,0,"{""2019"": -0.0030731335454428077, ""2020"": 0.0, ""2021"": -0.00272081969209359, ""2022"": 0.0, ""2023"": 0.0}",93918.98386702407,0.17721357228859277,35.44271445771855
RD19_P2_V07,E2,1.0,-0.028479270972612047,-0.0004814286303046478,0.10842452027229076,0.029369201080082674,13,0,"{""2019"": -0.0029545920284297367, ""2020"": -0.004227369373006606, ""2021"": -0.013377013384810899, ""2022"": -0.0030352655217965596, ""2023"": -0.005176759085060767}",86170.5833797929,2.3138795489274773,231.3879548927477
RD19_P2_V07,E2,2.0,-0.006149827126917029,-0.00010280830157616272,0.0,0.007000002639164782,3,0,"{""2019"": -0.0030731335454428077, ""2020"": 0.0, ""2021"": -0.003086177818054092, ""2022"": 0.0, ""2023"": 0.0}",93763.31535776834,0.2900115689323626,58.00231378647251
RD19_P2_V08,C2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V08,C2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V08,D2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V08,D2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V08,E2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V08,E2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V09,C2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V09,C2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V09,D2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V09,D2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V09,E2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V09,E2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V10,C2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V10,C2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V10,D2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V10,D2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V10,E2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V10,E2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V11,C2,1.0,-0.03331009003429575,-0.000564465748777554,0.03271919712555876,0.034195595026379366,13,0,"{""2019"": -0.0029545920284297367, ""2020"": -0.004227369373006606, ""2021"": -0.01828292736896997, ""2022"": -0.0030352655217965596, ""2023"": -0.005176759085060767}",85989.78278441624,2.305426396351362,230.54263963513614
RD19_P2_V11,C2,2.0,-0.006149827126917029,-0.00010280830157616272,0.0,0.007000002639164782,3,0,"{""2019"": -0.0030731335454428077, ""2020"": 0.0, ""2021"": -0.003086177818054092, ""2022"": 0.0, ""2023"": 0.0}",93763.31535776834,0.2900115689323626,58.00231378647251
RD19_P2_V11,D2,1.0,-0.03306555181520654,-0.000560252577778253,0.032953565570628146,0.033951280808607986,12,0,"{""2019"": -0.0029545920284297367, ""2020"": -0.004227369373006606, ""2021"": -0.01803458781135614, ""2022"": -0.0030352655217965596, ""2023"": -0.005176759085060767}",86011.5351458769,2.1937782770419023,219.37782770419022
RD19_P2_V11,D2,2.0,-0.005785591795269607,-9.670187685106857e-05,0.0,0.006636078887640839,2,0,"{""2019"": -0.0030731335454428077, ""2020"": 0.0, ""2021"": -0.00272081969209359, ""2022"": 0.0, ""2023"": 0.0}",93918.98386702407,0.17721357228859277,35.44271445771855
RD19_P2_V11,E2,1.0,-0.03331009003429575,-0.000564465748777554,0.03271919712555876,0.034195595026379366,13,0,"{""2019"": -0.0029545920284297367, ""2020"": -0.004227369373006606, ""2021"": -0.01828292736896997, ""2022"": -0.0030352655217965596, ""2023"": -0.005176759085060767}",85989.78278441624,2.305426396351362,230.54263963513614
RD19_P2_V11,E2,2.0,-0.006149827126917029,-0.00010280830157616272,0.0,0.007000002639164782,3,0,"{""2019"": -0.0030731335454428077, ""2020"": 0.0, ""2021"": -0.003086177818054092, ""2022"": 0.0, ""2023"": 0.0}",93763.31535776834,0.2900115689323626,58.00231378647251
RD19_P2_V12,C2,1.0,-0.04863501920607549,-0.0008306132453489434,0.5875717904628674,0.07274567419426514,58,0,"{""2019"": -0.006711129523023662, ""2020"": -0.012046480825177674, ""2021"": -0.005824999016563415, ""2022"": -0.018837429507413628, ""2023"": -0.0061261393449478785}",74729.39056269334,11.421517164047287,1142.1517164047289
RD19_P2_V12,C2,2.0,-0.012017253589370225,-0.00020148044232037865,0.24886906364106373,0.012017253589370225,8,0,"{""2019"": -0.006079802622613761, ""2020"": -0.001687520096243178, ""2021"": -0.00429349557498393, ""2022"": 0.0, ""2023"": 0.0}",90240.76435525344,0.7603926682184039,152.07853364368077
RD19_P2_V12,D2,1.0,-0.02738001669665191,-0.0004625902213413191,0.7783726991138039,0.07422371165323494,60,1,"{""2019"": -0.0066724792742126615, ""2020"": -0.015829020866438004, ""2021"": -0.006199271330905143, ""2022"": -0.018837429507413628, ""2023"": 0.020328182571247355}",75412.36627154246,11.74076413462464,1174.076413462464
RD19_P2_V12,D2,2.0,-0.013396970035298716,-0.00022476672066717995,0.22886419627754923,0.013396970035298716,9,0,"{""2019"": -0.006079802622613761, ""2020"": -0.0030816619997358075, ""2021"": -0.00429349557498393, ""2022"": 0.0, ""2023"": 0.0}",90114.7432611337,0.861759597287148,172.35191945742963
RD19_P2_V12,E2,1.0,-0.02775878549020727,-0.0004690789852551669,0.7699030566269782,0.07274567419426514,60,1,"{""2019"": -0.006711129523023662, ""2020"": -0.012046480825177674, ""2021"": -0.005824999016563415, ""2022"": -0.018837429507413628, ""2023"": 0.015682886021754605}",74729.39056269334,11.897971856650706,1189.7971856650706
RD19_P2_V12,E2,2.0,-0.012017253589370225,-0.00020148044232037865,0.24886906364106373,0.012017253589370225,8,0,"{""2019"": -0.006079802622613761, ""2020"": -0.001687520096243178, ""2021"": -0.00429349557498393, ""2022"": 0.0, ""2023"": 0.0}",90240.76435525344,0.7603926682184039,152.07853364368077
